Position,title,link
1959.0,Oil Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=4VMh1myO1kuppw4ESGVRwXaMZeZVNdMw3m3hzcJjL3A
1960.0,Cereal Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=3bp1GIvhqDZlNTbpxEjxyt0yogqBYYGal8ImN-ijLZU
1961.0,Meat Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=Ijomje84NhYW6a_YpJ7ClS-JW1FmPmwhL3EPKqElRS4
1962.0,Processed Food Direct Trade Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=JZLGiiJk2hkPtrdERmFjLZTtSkcJSpyyU7ZubQIpVzc
1963.0,Oil Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=r4CzEdc4c_XsNOWC_mKhIIq12cbGAfIh8Mgp7G0DDvw
1964.0,Staple Food Direct Trade Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=iSeVxq1SVZ7v00mzNehuMQjZxnW1vZLxqU2W-D_jKBo
1965.0,Animal’s production Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=Bhv4183bcrnKepfqupTUP-_8OUz9ZxSQEdm6Ipn6f4c
1966.0,Aquatic Fish Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=NretGe-XZMB4vACyEOfwo4L1bJnLoaM-7XfmU-468ug
1967.0,Meat export,https://admin.bayanat.ae/Home/DatasetInfo?dID=HTe0A-e7UFNghvMnYuvSbb6c_j2qwKuuy0VpnwUSLRU
1968.0,Milk export,https://admin.bayanat.ae/Home/DatasetInfo?dID=bA2V2DLtuxhZPxzDPYdAkm6IHJVGdviHnh7ea8RYfcc
1969.0,Milk Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=E-e6VVX6OwwuGGYFw1LIgPlgVAgQbmVyzX6wxOSGt1E
1970.0,Cereal Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=ADyvVczqPUrY3TUjKah4z9Oo8RPIWHWWIWmkws6KiEw
1971.0,Cereal export,https://admin.bayanat.ae/Home/DatasetInfo?dID=H4QEhqNztN_LSSi52auyt7Lpj1DUzvI03Kte_SHvR0I
1972.0,Oil export,https://admin.bayanat.ae/Home/DatasetInfo?dID=w-UDpKPyK3PFNEuZFI4qbI0h1GiGVQL5v6JVzqAPlak
1973.0,Processed food Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=Qwj29KgOFO26KLGXlmWvZn419-ho_fzoCnSzXPRX9DI
1974.0,Water Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=Sr9WDJg1xB4pMKLz8O2mIayNmlVLK1rSkl3njCmMPNs
1975.0,Seeds Non Oil Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=67JM1g6jzkoLo47yBhAvczjWWO8P8fa-DWUz00q9gQg
1976.0,Seeds Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=ohsHPqDPEu1cK1tio3eT8nqi2iFcYMthYI3CdqtlB6M
1977.0,Staple Food Free Zone Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=dBdP6gnx0lDq49iRepd037Hs5skD4D-0DpRY3Q2_HTk
1978.0,Processed food Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=gzLtiyio6bNOcQj9fzibICqN9MKcLrCG2mTz2tw8PVU
1979.0,Seeds Re-Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=kIcOR6rot4AraTKwMpnLGo_I4WiZBIMSRmUsS5QZb30
1980.0,Fish Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=cN9s9ypTddfpqFmE9FYH6BTv8X2WBIMdrjxqlH__omI
1981.0,Processed Food Direct Trade Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=IEs_UizT8ALw08XudN5m1b2qA0bSTxCZereLfjJ76Is
1982.0,Processed Food Direct Trade Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=OQBjqRa0u2WNvhTojKNORwBCq-20GXOAImP6EsoN6VA
1983.0,Staple Food Direct Trade Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=2W-1dHq9vvhmhARSL0ORqhC5oOMNf8olbDDTQ_Bf3CE
1984.0,Fruits export,https://admin.bayanat.ae/Home/DatasetInfo?dID=9KIPHe3ZzI6HUVUk2PWt2_9p_3ZzMTvyGKuhMRIO63A
1985.0,Fruits Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=H-9djDN0vIK_nGrj6YeDwnDfWaHJdo99ODAbVwuhzQc
1986.0,Flour Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=BygE6JcgpxuepLawbVixPE7m3f0AEyl--_DMLFFIF60
1987.0,Animal’s production Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=QKvcwIKbK7kGSrRtOBevDoiJ9VxTwFduCKlfPKuFZ4k
1988.0,Animal’s production export,https://admin.bayanat.ae/Home/DatasetInfo?dID=P89vwXzwuTrOYH0YQa33D2Yzes7YhN3ku5PFkFaPfQ8
1989.0,Fish Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=ST0taajukdFjhFVdWkPQYO1uVOjjPuUoZVNHtqOwKOg
1990.0,Fish export,https://admin.bayanat.ae/Home/DatasetInfo?dID=oV_OA3-OZ6OGKpnk68oOC0yjQ4Rej3wLzL-XT4CUvGQ
1991.0,Live Animal Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=I1y8-nTM4E5KIlvAaSoS3JnIrnjDEaLdYvTQK9HCJQ8
1992.0,Live Animal export,https://admin.bayanat.ae/Home/DatasetInfo?dID=lkDAjw0Tlyxyg93sgXHdBObrwSIYIJIpIYhMyn9s3uk
1993.0,Meat and offal Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=-7UqKGqDzuXPi3e2W_xCu_3yIafJhoKODx-X8WTKYYU
1994.0,Meat and offal export,https://admin.bayanat.ae/Home/DatasetInfo?dID=AVnxzEe0mZkWwkabM2mPdRPRIoz53MEHAKnsxnaF778
1995.0,Vegetables Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=VpW1Agt2dPY3mtBby-S4uM19yo2kkVTSQsZYC05PBFI
1996.0,Vegetables export,https://admin.bayanat.ae/Home/DatasetInfo?dID=IyFEnrSMaj-eS-_CygkeUMA6n2CF6pSrCeeA-poT2RY
1997.0,Livestock export,https://admin.bayanat.ae/Home/DatasetInfo?dID=ZnM4qqAaBLk9H5QdHsOb6tjNOkWjUne_L8Tggtv52zw
1998.0,Fruits and vegetables Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=ALxbVtF0r2tLlIE6158pTBGEAOFq_zNiLm52hGlWk3A
1999.0,Fruits and vegetables export,https://admin.bayanat.ae/Home/DatasetInfo?dID=wGEcYWdEGXWWFxIi9MffxbD1hyXxfc77WQNPd3wQrNc
2000.0,Processed food Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=Wap6dYLH5G8KowLR2ln9ql9GrPA2DpJEWQkxxk_UFso
2001.0,Flour export,https://admin.bayanat.ae/Home/DatasetInfo?dID=N2bJSUxpQgpdQU-qw3g655LnoKIavo0WMpc_5WXQG6Y
2002.0,Staple Food Direct Trade Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=XHaZdJC0Xjk9yOyskN41ns7MlXFH_nKykMPPh1rDMQs
2003.0,Processed Food Free Zone Import,https://admin.bayanat.ae/Home/DatasetInfo?dID=MQ5NTd_FV7jbcnFuqRLnQzYC-VOD3CBZBgYHDIcgiQw
2004.0,Staple Food Free Zone Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=ZXZ6gZDovwji10mrJuX4lRNx4E8BPd52YSKBtZdPCLI
2005.0,Staple Food Free Zone Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=RPwJMpdlsmIApIt_oXedPBA6Y2zQy39tNnfOzEuF2XE
2006.0,Processed Food Free Zone Export,https://admin.bayanat.ae/Home/DatasetInfo?dID=qwBnKtzG_gIxHUx2ap-lddxga6YcVH4SZkK_z1lPRg8
2007.0,Vegetables Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=lcDToQ9zYDc41Hb1lOMFuXir4SqSalM7bczR0Tb925k
2008.0,Meat and offal Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=eCPhqcsEZXmOsopqDD_OvhpJOLiP5DD8BypMeZwyRTA
2009.0,Livestock Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=ovF9cQJb7Ym7oT86wCAaiq0m4j50UAlLAiZS10qhF7I
2010.0,Fruits and vegetables Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=ZuvIG8JcvDcyTPPwlwKJFKLrzpOEVPbp8HghyO8M_RE
2011.0,Flour Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=Es7T1Fj_yNkNd5h2kAMK4_1NGcFZFRLunF4w8Q5-l0w
2012.0,Live Animal Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=8ZDdyC60vJGD_RP252WO-a6i4n8ElLs3raWdxdiQZFg
2013.0,Fruits Re-export,https://admin.bayanat.ae/Home/DatasetInfo?dID=JjOE_yZCtVmk_V6FWQv_qnhdIQDbqf6R_mSYwGnX7Bo
2014.0,The Main 10 Commodities by Value Exported,https://admin.bayanat.ae/Home/DatasetInfo?dID=9VfPs-CP04_yA-FBGlpLwGUZOiIo0zSgTnMVzcPTMZU
2015.0,The Main 10 Commodities by Value Imported,https://admin.bayanat.ae/Home/DatasetInfo?dID=Tb2QATxMyoxRhDfw6eVcVQnCLr-EXKMpXkiubHu1Yx0
2016.0,The UAE Direct Foreign Trade Volume,https://admin.bayanat.ae/Home/DatasetInfo?dID=mUrzXcpJhKFQBmtIp9hyKFxjqB_XzlqsY90GpEOOswc
2017.0,The Main 10 Commodities by Value Re-Exported,https://admin.bayanat.ae/Home/DatasetInfo?dID=OrlWn_H_i6K3sYVzh4tut9OxESc2l3FM0stTbN899Iw
2018.0,"Volume of Non-Oil Foreign Trade per Year by Import, Export, and Re-Export Status",https://admin.bayanat.ae/Home/DatasetInfo?dID=uv8O7YHTNrFuX1NvD6jSXry7y7yQqRvuy_jebtV0lPQ
2019.0,Estimating Number and Production Of Cow Farms,https://admin.bayanat.ae/Home/DatasetInfo?dID=tiy5iHyANSxHcNeE6-z1hKdQVyvWwQ2qRIaGsszoTrk
2020.0,Estimating Number and Production Of Cow Farms,https://admin.bayanat.ae/Home/DatasetInfo?dID=lFe54-9J4YqEm-FjLgQPcDV1cP6erqGRYt4KWyqavDQ
2021.0,Balance Sheet of the Central Bank of UAE - Assets 2017,https://admin.bayanat.ae/Home/DatasetInfo?dID=SaPvkzMRlX00uphY8CCFcQ4dsKMEPQUb7acC2M_VLv4
2022.0,Balance Sheet of the Central Bank of UAE - Assets 2016,https://admin.bayanat.ae/Home/DatasetInfo?dID=0XgaihR7PUpWEz87FK7zhoGzUvM5Y8Js_Ywed6Q3F6g
2023.0,AREGNET Price Benchmarking Study,https://admin.bayanat.ae/Home/DatasetInfo?dID=IBmHdwb6XIfiiR84cwLSoZXNNBJhHNozcqQFmLdwEB0
2024.0,The National Frequency Plan,https://admin.bayanat.ae/Home/DatasetInfo?dID=zIIa-id7f4RE3-6nNOQjY_bfwV_W4EXlAS4FTXPMXUQ
2025.0,UAE Banking Indicators Monthly Statistical Reports 2015,https://admin.bayanat.ae/Home/DatasetInfo?dID=FHNs8OfXemU25VAw2aVId9bXMejR6s7rZ2TOUfq1F-E
2026.0,Gross Domestic Product Distribution Percentages By Expenditure (2010 Constant Price),https://admin.bayanat.ae/Home/DatasetInfo?dID=kOqSwXgye18oGOlaYXx-Js1tRLXoSyoQlZkId1aNpkI
2027.0,Gross Domestic Product Growth Rates By Expenditure (2010 Constant Prices),https://admin.bayanat.ae/Home/DatasetInfo?dID=Nlyf7xKG_yxFdW1IaxC5WAX9t0OpGLzFUB79cgYCyVQ
2028.0,Gross Domestic Product Growth Rates By Expenditure (2007 Constant Prices),https://admin.bayanat.ae/Home/DatasetInfo?dID=E68jBN2OFDyj9s8GS1pU9hoxZ_AbxNnevEI7vcYZHr8
2029.0,Gross Domestic Product by Expenditure (2007 Constant Prices - Million Dirhams),https://admin.bayanat.ae/Home/DatasetInfo?dID=wKI1u-y0e7XzHRjiy3GM7Ev6WpBKmHMEcPA1AeJB0C0
2030.0,Gross Domestic Product by Expenditure (2010 Constant Prices - Million Dollars),https://admin.bayanat.ae/Home/DatasetInfo?dID=4OBFqCWYCuRHKq_lMH3Rc10_zmpDwwVM1UohEKnCEvE
2031.0,Refunding defective items,https://admin.bayanat.ae/Home/DatasetInfo?dID=rk0C6ivjx-a4qgxLY-GZ0a0WyBLBSveoflwdBzsRzCk
2032.0,Subscribed and paid-in capital of private joint-stock companies beasd on the Emirates,https://admin.bayanat.ae/Home/DatasetInfo?dID=W5A34nvnSFf021CgtSxK-i85WYa9FEY8YerG0sxFFyY
2033.0,"Listed, written off, and renewed marked as data amended agencies",https://admin.bayanat.ae/Home/DatasetInfo?dID=Wivw0qm2Vs9kgTc3Fd9oPHheF_y8bwS6Z7HREharot8
2034.0,Value Added for the manufacturing sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=ITxFijt3UBpE34IKbNUy7R-kXlNsgw7v2I9vRMoJlvw
2035.0,Select sectors of focus industrial investments in UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=QE8V2ZndANeCz00W5UpLriLzHGSB2HYkdwNYjjYY5c4
2036.0,"Private equity companies capitals subscribed and paid, broken down by Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=ddPKHL9ZVJ5EbcBT2gcLi_frODmVLJiqzmTu05ZtD6Q
2037.0,"Listed, written off, and renewed and marked as data amended agencies by Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=V8igEYAv72PTfNsDPXAeFmBeBh1aFAd5pNIK7e0wggs
2038.0,Inspection tours and drawn up violations and their importance by regulatory law,https://admin.bayanat.ae/Home/DatasetInfo?dID=vtT8EWb6C72wmqcnbToEGjlsDqDR0rr_yH26qnk-t3g
2039.0,Complaints Received by the Department of Consumer Protections by Subject and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=BpREaXQMr04dWNf9Vri-Ws1UoOQnWgjcOwHV6Cpjh5s
2040.0,Private joint stock companies value paid-in capital based on Emirate and sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=1eIh2fWbpvH0r-KNTlcDMLTvw9HIECz5sbpyEx-ch2c
2041.0,Number of Dubai taxi and franchise company trips by year,https://admin.bayanat.ae/Home/DatasetInfo?dID=OXIodJblZOjOtARhk9NJKD6sslOwYC2_2S4Q1J-0v5M
2042.0,Top 15 female cancer incidences by primary sites,https://admin.bayanat.ae/Home/DatasetInfo?dID=39hU3C-PmdC8jFryxlL9X9NQWn_8jGkVgo36IDsdMFM
2043.0,Private joint stock companies registered in the country and distributed by Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=ps2Cun9s-BBfbJ8SnMtD22FDLur4lqt2bnWAjFBpJLs
2044.0,Value of All UAE Exports per Year by Destination Country,https://admin.bayanat.ae/Home/DatasetInfo?dID=VWBM-NBD4PbJIYsV1Fmn6Y7NbTOThEsEj91Z4EvjRZ8
2045.0,Inspection tours for the U.A.E. by the party and task,https://admin.bayanat.ae/Home/DatasetInfo?dID=2_68O39LC09l7iaClqCWFFrdbABTudVgwEjckI-I7do
2046.0,Foreign Company Branches in the UAE per Year by Nationality of Company,https://admin.bayanat.ae/Home/DatasetInfo?dID=Wb861Zxrao5eJZNHINTseP3QRVSN1kKT-poZ4SFQaTU
2047.0,Registered Auditors (natural - persons) by nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=PUUo1mXBd_3Tp4D5AyPtNSaI4Q6ha7d9qB5Qp43hVEE
2048.0,Branches of foreign companies registered with the country by emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=zKAJ26sVEr_BCDQIZ7NAcTey70s8vLs51MGBnJREfds
2049.0,Comparitive Analysis of Consumer Protection Departments Activities and Services,https://admin.bayanat.ae/Home/DatasetInfo?dID=hHUtYhkRisVVePxjdCcKXwfWwMu4U_cBSzYJP63gUaw
2050.0,inspection tours and issued irregularities per activity in the U.A.E.,https://admin.bayanat.ae/Home/DatasetInfo?dID=RRWE8YXdV65xFq6iniMg7QH9urqhtVeXgME8fHvszfA
2051.0,Service Provided by the Department of Consumer Protections by Type of Service and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=OMIeXqMY2tl4f8zBcE-S9vnK6idOrYZTba1qoRwRNQU
2052.0,Private Joint-stock Companies by Economic Sector and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=ov1p3ATBSpKK3zbZuYb0NN3hbIp778BJKy4VGyJrX4Y
2053.0,"Capital private equity companies, broken down by economic sectors",https://admin.bayanat.ae/Home/DatasetInfo?dID=Gu8ec-W28pKQtmMKWQYGRy4F_J114T3uTMglErWMg-U
2054.0,National Certificates of Origin Distributed due to the Imported Country,https://admin.bayanat.ae/Home/DatasetInfo?dID=mnG-yWeBT7Jgvt-WIr1O3GXe8wnYQs8zBo8rVwrAjek
2055.0,Submitted trademark applications broken down by type of application,https://admin.bayanat.ae/Home/DatasetInfo?dID=zilv6Ec836npb-GjFfn6eA4ew5Q9mItKBizXvnoBmC0
2056.0,Origin Certificates Sorted by Economic Objectives and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=XBXI-E1mlBtqsIi_Ib8QZZT6CFP0sb2PXUDTJlQiIV8
2057.0,Direct foreign trade of the United Arab Emirates,https://admin.bayanat.ae/Home/DatasetInfo?dID=ec1H_zEBKwuIMnq97Ut1TwyzOBo5kZPbHoQPIBsGxKg
2058.0,Free zones foreign trade in UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=SslGVHcQNAWaphbKAZ9q0sagl1hiIA0fEMYUF2WJ8kw
2059.0,Certificates of Origin for UAE Exports per Year by Destination Country,https://admin.bayanat.ae/Home/DatasetInfo?dID=6opyJAUh13jQWOPRP0vfGT2-NodwoMj60FIsri-BXCk
2060.0,Paid-up capital for private joint stock companies broken down by Emirate and sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=J3TgdixFzEGyrf7EA3Xkap-aUamDOoojFK-58uPB1h8
2061.0,Paid Up Capital For Private Joint-Stock Companies By Emirate And Sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=ef-pymto7L880E8TfA5gDTDm9hx8M6FtgbQUC9zj7xA
2062.0,Auditors in the Corporate Sector and Consumer Protection Department by Year and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=_aFLA8sZ_x5B--LTLM7yqBZomDYLOmyUn2tXs6ailoM
2063.0,Paid-in capital ratio of private joint stock companies based on the Emirate and sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=EmIV28NcQSMya1q83Wx_wyO0koT3IrpTt-fmi2AOzpY
2064.0,"Private joint stock companies, broken down by Emirate and sector",https://admin.bayanat.ae/Home/DatasetInfo?dID=34_AybkX5VJTgh7QuejbU-_WeKYWhNmNQLin6CZ7yR4
2065.0,Inspection tours in the U.A.E. based on places and assignments.,https://admin.bayanat.ae/Home/DatasetInfo?dID=9ejdTqu1CmYwG7vATt8vE1LPLuA4y4ufsVMbF7r59nA
2066.0,Branches of foreign companies registered with the country by nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=P_Db0QuMqMlqFWJFUU5Y0ikz3MUTePEWdzSoCBZqShk
2067.0,Inspection tours and violations for the U.A.E. by tasks,https://admin.bayanat.ae/Home/DatasetInfo?dID=4tuBXQReCClHhQFzgMyAMB_t3nvH9g0Z25cn4lBnjBc
2068.0,Registered agencies distributed according to activity,https://admin.bayanat.ae/Home/DatasetInfo?dID=5uVids36zp3DUeGe1DGSCTDu2MZEjwl1I45xVlZPKTo
2069.0,Employment in the industrial sector in the UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=WhOMm2kKYsh29KjmLhyVGUHxHqiPviDyZf-e0eGTpkg
2070.0,Complaints Received by the Consumer Protections Department per Year and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=5bFEwKX2oIA8BeL2GV6jA4PeYdi_2_9bXQRI4C4shgM
2071.0,Public Utility Associations by Type of Association,https://admin.bayanat.ae/Home/DatasetInfo?dID=ue0AfNfVdD9R9OFD8AwKQtYBJTWC5nJFdjKsnWX4IXc
2072.0,Distribution of inspection tours and issued irregularities over the UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=JP09LF0nK6yExSCebKKWBC8SbOLHBdUBCRBoz1RJ_ws
2073.0,Rate of Natural Increase,https://admin.bayanat.ae/Home/DatasetInfo?dID=KFAe887e5MUniWnHqYksKHW3gxLaE0GZpJQqPIN_DNE
2074.0,Branches Of Foreign Companies Registered In The Country Sorted By Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=gZV2G4OjNX_UJjnsiJBHPH3ru004jp2WkYq5PWAHHBk
2075.0,Installed Capacity of Electricity Generation Plants by Generator Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=AhxFExMQpIJ1X260MS2qFjSaw-Sqh4Q9Tym9SUS3fhI
2076.0,Number of Foreign Company Branches in the UAE by Year and Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=2CPqa0szKCvicQP4kvqLCCpD-ub7AJnx4HCXV-1NWeg
2077.0,List of Non Postal Services Provided by Emirates Post Group,https://admin.bayanat.ae/Home/DatasetInfo?dID=WIncDkM_ytIBjAyrCvzt60-dGdgUcT3OhRq3E_c7aFA
2078.0,List of Postal Services Provided by Emirates Post Group by Service Type,https://admin.bayanat.ae/Home/DatasetInfo?dID=RUKgCR58xQFrqEyqU07qKkjmX1-dchWB2NMtXDAwQ34
2079.0,Image Cheque Clearing Value by Cheque Category,https://admin.bayanat.ae/Home/DatasetInfo?dID=jDVmyFvkzbEXVbWRbQIk2ZtROc442cHr_VxGNrK8PJ0
2080.0,Agencies Registered with the Commercial Agencies Department by Emirate and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=3RoeHeghz_FzeDdgVvUw2qNilf9H8430BgcYKot5pdM
2081.0,Number of Industrial License Services Achieved by Type of Service and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=To60UuQH8elKvlMreb_jxThoWjmH0t0qBmeXLySkkuU
2082.0,Private joint stock companies based on the Emirate and sector,https://admin.bayanat.ae/Home/DatasetInfo?dID=XpcSyEDd9TcaV5fVr2FiVisRh0JHXk6lhs4-SgPdm4A
2083.0,Comparative List on the Number of Auditors Sorted by the Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=hPLN4a0bhPNcRHHejL0pK_Kw5ameMSCwOZsnPeFARHA
2084.0,Certificates of Origin per Emirate by Certificate Type and Year,https://admin.bayanat.ae/Home/DatasetInfo?dID=gsNRvZSAqCzClAlRHYucPdHM_SlJybwW-E64hGVFZhA
2085.0,Registered agencies distributed based on the nationality of agents,https://admin.bayanat.ae/Home/DatasetInfo?dID=DItcyWxsl18JSAlZyXqyoRpTWWnej1U7sf-NT0Ovs4k
2086.0,Inspection tours carried out and the drawn up violations,https://admin.bayanat.ae/Home/DatasetInfo?dID=uABFkS_T0UUCY0N3_43mrLmFV9b_J5UL-17ibXbUbgg
2087.0,Capital of private joint stock companies based on economic sectors,https://admin.bayanat.ae/Home/DatasetInfo?dID=amWgyTQhcXi-b3stqK55TvUcYqLA-6LgnXLlgpwD-6o
2088.0,List of Restricted Use Pesticides in the UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=0B4NmewddymhAAD74Ul4t-mUQnUcBesK90oahtc6aDg
2089.0,List of Restricted Use Pesticides for the Government Agencies only in the UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=AHpdiqDfYptxIhhpHj56PwndAMEoR8FCLf6RenYmGtc
2090.0,Food products sector share in National Income,https://admin.bayanat.ae/Home/DatasetInfo?dID=bkj6Z-zuF4o7dXqRwFEt7tOOkIakrBbtak-t-XutOwk
2091.0,Expenditure for the most consumed goods in the country,https://admin.bayanat.ae/Home/DatasetInfo?dID=75z71kMSUr5cVwt-Cbw2EjTddO7XKa6RoNCwIGHCcwU
2092.0,Goods expenditure for the country by commodity,https://admin.bayanat.ae/Home/DatasetInfo?dID=t3CiJFVWq7iupCTqPkVzcKV-kIkIUYmwSwgLQSQY9sY
2093.0,Total expenditure on all commodity groups by Emirate and group,https://admin.bayanat.ae/Home/DatasetInfo?dID=PovGmRkSvD3TIi5fjU_lPsLZUkWbUr2wb3CwzKmKWQM
2094.0,Local products exports value distributed by country,https://admin.bayanat.ae/Home/DatasetInfo?dID=rQCrsn7aVh1YCx-9sqavE-h_7JeKyymKatxUszDRzTI
2095.0,Channel Buoys Locations in Ras Al Khaimah,https://admin.bayanat.ae/Home/DatasetInfo?dID=Qk2yjKMyvy9zOVnjBuMjxJVxbVXV9zIEzwm636z5_gw
2096.0,Registered private joint stock companies in UAE,https://admin.bayanat.ae/Home/DatasetInfo?dID=0jF6ZfMjcL5Uipo861ESCOBqLFWHrQc88n9jUqXmVag
2097.0,Participation from foreign trade sector with the Ministry of Economy,https://admin.bayanat.ae/Home/DatasetInfo?dID=bT4R1Wi-0JI9z5ugNi98emLnnAnzhICPhfIERt9kZ1E
2098.0,Industrial Licensing Sorted as per Licensee Nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=BsnOrUA9nw6ZbGbgrCI5sVpJ4z6NftuLpLsYOFwN3Js
2099.0,"Listed, Written Off And Renewed And Amended Agencies Sorted By Emirate",https://admin.bayanat.ae/Home/DatasetInfo?dID=fHiZbWHPOkMfsqc1wYvcTFNZUpwmCYo1qjbYhfG2NV4
2100.0,"Listed, Written Off And Renewed Agencies And Those Marked As Data Amended",https://admin.bayanat.ae/Home/DatasetInfo?dID=PIhjNInMT_0LTYy9mvmDRiQ7xm8De-BD__-8ALf4WmY
2101.0,Inspections Violations Distributed By Activation Of Regulatory Laws,https://admin.bayanat.ae/Home/DatasetInfo?dID=3zT5OCeowwOD3xGBGvUqoE0CwAF2vTaZDljblCLowSQ
2102.0,Registered auditors according to their nationality,https://admin.bayanat.ae/Home/DatasetInfo?dID=4K3eZv9LHgJWi-RpAY27z7X2L93EuyyI5mB6qM-SMkM
2103.0,Capital Of Private Joint-Stock Companies Sorted By The Economic Sectors,https://admin.bayanat.ae/Home/DatasetInfo?dID=1YigbRfDoLp2CmYlh8An7GDwiEHSdBJsaxXzumLSvvQ
2104.0,Inspection Tours Conducted And Violations Drawn Up By Task,https://admin.bayanat.ae/Home/DatasetInfo?dID=gNmUeexNt-aRGOhqSAjrScDZPrLQaasDQJ7qQu9Jmro
2105.0,Total number of Dubai tram ridership per month,https://admin.bayanat.ae/Home/DatasetInfo?dID=Qh6kriyuAIXnIzONwqrqdmRbkdGu2-cTMXNkbi2L6rc
2106.0,Complaints to consumer protection by type,https://admin.bayanat.ae/Home/DatasetInfo?dID=6_gnKWQ8HPnQQLPgEdhnyo87Q-RAo6okTvnaatjIhOo
2107.0,Port Jetty Details in Ras Al Khaimah,https://admin.bayanat.ae/Home/DatasetInfo?dID=oxKiyoLAEkL2jup_emMpmhlCCOdDsDc8STPYV_816wY
2108.0,Dubai tram ridership per station,https://admin.bayanat.ae/Home/DatasetInfo?dID=GtY8_zacR8Rl611ahrCadXbeS82ipaXDzWSL87oIE9Y
2109.0,Dubai taxi accidents in by the type of cause and month.,https://admin.bayanat.ae/Home/DatasetInfo?dID=PZ1lpCYpY2XyNYLxzt7zF0NBsnLYHT_j6gtRjhmJPMk
2110.0,Number of inspection tours and issued irregularities based on the Emirate,https://admin.bayanat.ae/Home/DatasetInfo?dID=qsEd6Ur1ThY9WXtUuw2p-_k_tmHjGZIxhVqxjX2XVkM
